tiempo,voltaje
0.0,-1.2950328584698878
0.10002000400080016,-0.8558785498020963
0.20004000800160032,-0.6606149567588385
0.3000600120024005,-0.5489933909177246
0.40008001600320064,-0.5004628249385725
0.5001000200040008,-0.4524000114982142
0.600120024004801,-0.3954564641410801
0.7001400280056012,-0.36940836453685383
0.8001600320064013,-0.34963205940746706
0.9001800360072014,-0.3077766564170639
1.0002000400080016,-0.2854375092110572
1.1002200440088017,-0.2516048295117709
1.200240048009602,-0.20855684580969922
1.3002600520104022,-0.19140702394100612
1.4002800560112023,-0.14745110665944433
1.5003000600120024,-0.08966631562984877
1.6003200640128026,-0.043080254798368085
1.7003400680136027,0.027252593805143065
1.8003600720144028,0.07936425286757715
1.900380076015203,0.14758662066671618
2.000400080016003,0.2606916617802426
2.1004200840168035,0.34189202947457403
2.2004400880176034,0.46015888788791237
2.3004600920184037,0.5818738709360056
2.400480096019204,0.7528456492236022
2.500500100020004,0.9498022687374643
2.6005201040208044,1.1531374778317727
2.7005401080216043,1.3954642332905538
2.8005601120224046,1.5927008353069514
2.9005801160232045,1.7407416898124468
3.000600120024005,1.7865599394101488
3.100620124024805,1.7517733580341959
3.200640128025605,1.569567721338012
3.3006601320264055,1.2973470741251403
3.4006801360272054,0.9568217520895378
3.500700140028006,0.4846408951784875
3.6007201440288057,-0.0003761428590277377
3.700740148029606,-0.46018725283511375
3.800760152030406,-0.7382551336493163
3.9007801560312063,-0.8644416624438143
4.000800160032006,-0.9180846162514398
4.100820164032807,-0.9455808588273799
4.200840168033607,-0.9551440260688626
4.300860172034407,-0.9577781258797119
4.400880176035207,-0.9680374712111824
4.500900180036007,-0.9580318189478763
4.6009201840368075,-0.9526472511195899
4.700940188037608,-0.9345053094830105
4.800960192038408,-0.9385806709880655
4.900980196039208,-0.9565208082046252
5.001000200040008,-0.9324665636729325
5.101020204040808,-0.9363217983780613
5.201040208041609,-0.9359507178489632
5.301060212042408,-0.9197214837652241
5.4010802160432085,-0.9121300455651264
5.501100220044009,-0.9096726755280273
5.601120224044809,-0.923865213979332
5.70114022804561,-0.9149932455091302
5.801160232046409,-0.9049554141745989
5.901180236047209,-0.8948166148069129
6.00120024004801,-0.9056030920200326
